date,reflection,mood,energy,productivity,tags,date_parsed,raw_reflection,cleaned_reflection,tokens,word_count,character_count,sentence_count
2026-03-18,"Barely got through any pandas today, my focus on joins kept slipping. Tried to study data visualization today but kept getting stuck on overfitting and felt frustrated.",1,3,3,study,2026-03-18,"Barely got through any pandas today, my focus on joins kept slipping. Tried to study data visualization today but kept getting stuck on overfitting and felt frustrated.","barely got through any pandas today, my focus on joins kept slipping. tried to study data visualization today but kept getting stuck on overfitting and felt frustrated.","['barely', 'got', 'through', 'any', 'pandas', 'focus', 'joins', 'kept', 'slipping', 'tried', 'study', 'data', 'visualization', 'kept', 'getting', 'stuck', 'overfitting', 'frustrated']",27,168,2
2026-03-19,"Spent most of the day on a backlog of emails, nothing particularly noteworthy happened.",6,6,4,work,2026-03-19,"Spent most of the day on a backlog of emails, nothing particularly noteworthy happened.","spent most of the day on a backlog of emails, nothing particularly noteworthy happened.","['spent', 'most', 'day', 'backlog', 'emails', 'nothing', 'noteworthy', 'happened']",14,87,1
2026-03-20,Struggled a lot with feature engineering — machine learning is starting to feel overwhelming.,3,3,2,"python, data science",2026-03-20,Struggled a lot with feature engineering — machine learning is starting to feel overwhelming.,struggled a lot with feature engineering  machine learning is starting to feel overwhelming.,"['struggled', 'lot', 'feature', 'engineering', 'machine', 'learning', 'starting', 'overwhelming']",14,93,1
2026-03-21,"Had a productive study session on statistics, especially around gradient descent. Looking forward to more days like this.",6,10,5,"learning, study, python",2026-03-21,"Had a productive study session on statistics, especially around gradient descent. Looking forward to more days like this.","had a productive study session on statistics, especially around gradient descent. looking forward to more days like this.","['productive', 'study', 'session', 'statistics', 'especially', 'around', 'gradient', 'descent', 'looking', 'forward', 'more', 'days', 'like']",18,121,2
2026-03-22,"Took a proper rest day today, slept well and just recharged — much needed. Did absolutely nothing productive today and it felt great, exactly the break I needed. Feeling optimistic about tomorrow.",6,6,9,rest,2026-03-22,"Took a proper rest day today, slept well and just recharged — much needed. Did absolutely nothing productive today and it felt great, exactly the break I needed. Feeling optimistic about tomorrow.","took a proper rest day today, slept well and just recharged  much needed. did absolutely nothing productive today and it felt great, exactly the break i needed. feeling optimistic about tomorrow.","['took', 'proper', 'rest', 'day', 'slept', 'well', 'recharged', 'much', 'needed', 'absolutely', 'nothing', 'productive', 'great', 'exactly', 'break', 'needed', 'feeling', 'optimistic', 'tomorrow']",32,196,3
2026-03-23,"Fairly lazy day overall, mixed a bit of rest with a few small chores.",6,6,5,"sleep, relaxation",2026-03-23,"Fairly lazy day overall, mixed a bit of rest with a few small chores.","fairly lazy day overall, mixed a bit of rest with a few small chores.","['fairly', 'lazy', 'day', 'overall', 'mixed', 'bit', 'rest', 'few', 'small', 'chores']",14,69,1
2026-03-24,"Had a productive study session on SQL, especially around overfitting.",7,5,7,"data science, study, learning",2026-03-24,"Had a productive study session on SQL, especially around overfitting.","had a productive study session on sql, especially around overfitting.","['productive', 'study', 'session', 'sql', 'especially', 'around', 'overfitting']",10,69,1
2026-03-25,Managed my anxiety about the job interview well today by breaking the work into smaller pieces.,7,5,6,"deadline, anxiety",2026-03-25,Managed my anxiety about the job interview well today by breaking the work into smaller pieces.,managed my anxiety about the job interview well today by breaking the work into smaller pieces.,"['managed', 'anxiety', 'job', 'interview', 'well', 'by', 'breaking', 'work', 'into', 'smaller', 'pieces']",16,95,1
2026-03-26,"Fairly lazy day overall, mixed a bit of rest with a few small chores.",4,3,4,"rest, relaxation, sleep",2026-03-26,"Fairly lazy day overall, mixed a bit of rest with a few small chores.","fairly lazy day overall, mixed a bit of rest with a few small chores.","['fairly', 'lazy', 'day', 'overall', 'mixed', 'bit', 'rest', 'few', 'small', 'chores']",14,69,1
2026-03-27,"Couldn't really relax today even though I had the time, mind was too restless.",5,5,4,"weekend, rest",2026-03-27,"Couldn't really relax today even though I had the time, mind was too restless.","couldn't really relax today even though i had the time, mind was too restless.","[""couldn't"", 'relax', 'even', 'though', 'time', 'mind', 'too', 'restless']",14,78,1
2026-03-28,"Read through some notes on hypothesis testing but didn't get much hands-on statistics practice done. Spent some time reviewing pandas, mostly going over overfitting again.",5,4,3,"study, learning",2026-03-28,"Read through some notes on hypothesis testing but didn't get much hands-on statistics practice done. Spent some time reviewing pandas, mostly going over overfitting again.","read through some notes on hypothesis testing but didn't get much hands-on statistics practice done. spent some time reviewing pandas, mostly going over overfitting again.","['read', 'through', 'notes', 'hypothesis', 'testing', ""didn't"", 'get', 'much', 'hands', 'statistics', 'practice', 'done', 'spent', 'time', 'reviewing', 'pandas', 'mostly', 'going', 'overfitting']",25,171,2
2026-03-29,"Barely got through any statistics today, my focus on overfitting kept slipping.",4,3,4,"coding, python",2026-03-29,"Barely got through any statistics today, my focus on overfitting kept slipping.","barely got through any statistics today, my focus on overfitting kept slipping.","['barely', 'got', 'through', 'any', 'statistics', 'focus', 'overfitting', 'kept', 'slipping']",12,79,1
2026-03-30,Read through some notes on overfitting but didn't get much hands-on data visualization practice done.,5,7,6,"study, python, coding",2026-03-30,Read through some notes on overfitting but didn't get much hands-on data visualization practice done.,read through some notes on overfitting but didn't get much hands-on data visualization practice done.,"['read', 'through', 'notes', 'overfitting', ""didn't"", 'get', 'much', 'hands', 'data', 'visualization', 'practice', 'done']",15,101,1
2026-03-31,"Spent most of the day on a backlog of emails, nothing particularly noteworthy happened. A fairly typical day, all things considered.",6,4,5,"career, work",2026-03-31,"Spent most of the day on a backlog of emails, nothing particularly noteworthy happened. A fairly typical day, all things considered.","spent most of the day on a backlog of emails, nothing particularly noteworthy happened. a fairly typical day, all things considered.","['spent', 'most', 'day', 'backlog', 'emails', 'nothing', 'noteworthy', 'happened', 'fairly', 'typical', 'day', 'all', 'things', 'considered']",21,132,2
2026-04-01,"The project deadline is coming up soon, feeling a mix of nervous and okay about it. Thinking about the assignment due date a lot today but haven't really started preparing yet.",7,3,6,"stress, exam",2026-04-01,"The project deadline is coming up soon, feeling a mix of nervous and okay about it. Thinking about the assignment due date a lot today but haven't really started preparing yet.","the project deadline is coming up soon, feeling a mix of nervous and okay about it. thinking about the assignment due date a lot today but haven't really started preparing yet.","['project', 'deadline', 'coming', 'soon', 'feeling', 'mix', 'nervous', 'okay', 'thinking', 'assignment', 'due', 'date', 'lot', ""haven't"", 'started', 'preparing', 'yet']",31,176,2
2026-04-02,"Felt physically great today after a solid swim routine. Managed to fit in a good yoga session session, my energy levels were noticeably higher afterward.",7,8,7,"health, fitness, wellbeing",2026-04-02,"Felt physically great today after a solid swim routine. Managed to fit in a good yoga session session, my energy levels were noticeably higher afterward.","felt physically great today after a solid swim routine. managed to fit in a good yoga session session, my energy levels were noticeably higher afterward.","['physically', 'great', 'after', 'solid', 'swim', 'routine', 'managed', 'fit', 'good', 'yoga', 'session', 'session', 'energy', 'levels', 'noticeably', 'higher', 'afterward']",25,153,2
2026-04-04,"Looked into travel options for a new part of the city, nothing booked yet.",4,3,7,"travel, adventure",2026-04-04,"Looked into travel options for a new part of the city, nothing booked yet.","looked into travel options for a new part of the city, nothing booked yet.","['looked', 'into', 'travel', 'options', 'new', 'part', 'city', 'nothing', 'booked', 'yet']",14,74,1
2026-04-05,"Saw a close friend briefly today, exchanged a few messages, nothing major. Quiet day, spoke with my family for a bit over the phone.",4,3,2,"relationships, family",2026-04-05,"Saw a close friend briefly today, exchanged a few messages, nothing major. Quiet day, spoke with my family for a bit over the phone.","saw a close friend briefly today, exchanged a few messages, nothing major. quiet day, spoke with my family for a bit over the phone.","['saw', 'close', 'friend', 'briefly', 'exchanged', 'few', 'messages', 'nothing', 'major', 'quiet', 'day', 'spoke', 'family', 'bit', 'phone']",24,132,2
2026-04-06,"Thought about picking writing back up today but didn't get to it. Did a bit of writing but got distracted halfway through. A fairly typical day, all things considered.",4,6,6,hobbies,2026-04-06,"Thought about picking writing back up today but didn't get to it. Did a bit of writing but got distracted halfway through. A fairly typical day, all things considered.","thought about picking writing back up today but didn't get to it. did a bit of writing but got distracted halfway through. a fairly typical day, all things considered.","['thought', 'picking', 'writing', ""didn't"", 'get', 'bit', 'writing', 'got', 'distracted', 'halfway', 'through', 'fairly', 'typical', 'day', 'all', 'things', 'considered']",29,167,3
2026-04-07,"Fairly average day at work, mostly just handled a client presentation without much excitement.",6,8,5,"career, meetings",2026-04-07,"Fairly average day at work, mostly just handled a client presentation without much excitement.","fairly average day at work, mostly just handled a client presentation without much excitement.","['fairly', 'average', 'day', 'work', 'mostly', 'handled', 'client', 'presentation', 'without', 'much', 'excitement']",14,94,1
2026-04-08,"Fairly lazy day overall, mixed a bit of rest with a few small chores.",7,7,4,sleep,2026-04-08,"Fairly lazy day overall, mixed a bit of rest with a few small chores.","fairly lazy day overall, mixed a bit of rest with a few small chores.","['fairly', 'lazy', 'day', 'overall', 'mixed', 'bit', 'rest', 'few', 'small', 'chores']",14,69,1
2026-04-10,"Spent most of the day on the quarterly report, nothing particularly noteworthy happened. Nothing particularly stands out about today.",6,6,5,career,2026-04-10,"Spent most of the day on the quarterly report, nothing particularly noteworthy happened. Nothing particularly stands out about today.","spent most of the day on the quarterly report, nothing particularly noteworthy happened. nothing particularly stands out about today.","['spent', 'most', 'day', 'quarterly', 'report', 'nothing', 'noteworthy', 'happened', 'nothing', 'stands']",19,133,2
2026-04-11,"Looked into travel options for the countryside, nothing booked yet. Thinking about planning a trip to the countryside sometime soon, haven't decided yet. A fairly typical day, all things considered.",5,6,4,"travel, adventure",2026-04-11,"Looked into travel options for the countryside, nothing booked yet. Thinking about planning a trip to the countryside sometime soon, haven't decided yet. A fairly typical day, all things considered.","looked into travel options for the countryside, nothing booked yet. thinking about planning a trip to the countryside sometime soon, haven't decided yet. a fairly typical day, all things considered.","['looked', 'into', 'travel', 'options', 'countryside', 'nothing', 'booked', 'yet', 'thinking', 'planning', 'trip', 'countryside', 'sometime', 'soon', ""haven't"", 'decided', 'yet', 'fairly', 'typical', 'day', 'all', 'things', 'considered']",30,198,3
2026-04-12,"Spent most of the day on a client presentation, nothing particularly noteworthy happened. Fairly average day at work, mostly just handled a backlog of emails without much excitement.",6,5,6,"productivity, career",2026-04-12,"Spent most of the day on a client presentation, nothing particularly noteworthy happened. Fairly average day at work, mostly just handled a backlog of emails without much excitement.","spent most of the day on a client presentation, nothing particularly noteworthy happened. fairly average day at work, mostly just handled a backlog of emails without much excitement.","['spent', 'most', 'day', 'client', 'presentation', 'nothing', 'noteworthy', 'happened', 'fairly', 'average', 'day', 'work', 'mostly', 'handled', 'backlog', 'emails', 'without', 'much', 'excitement']",28,182,2
2026-04-13,"Did absolutely nothing productive today and it felt great, exactly the break I needed. Took a proper rest day today, slept well and just recharged — much needed. Grateful for how the day turned out.",8,10,9,"relaxation, weekend, rest",2026-04-13,"Did absolutely nothing productive today and it felt great, exactly the break I needed. Took a proper rest day today, slept well and just recharged — much needed. Grateful for how the day turned out.","did absolutely nothing productive today and it felt great, exactly the break i needed. took a proper rest day today, slept well and just recharged  much needed. grateful for how the day turned out.","['absolutely', 'nothing', 'productive', 'great', 'exactly', 'break', 'needed', 'took', 'proper', 'rest', 'day', 'slept', 'well', 'recharged', 'much', 'needed', 'grateful', 'how', 'day', 'turned']",35,198,3
2026-04-14,Managed my anxiety about the exam well today by breaking the work into smaller pieces. Ending the day in a good mood.,7,8,9,"stress, deadline",2026-04-14,Managed my anxiety about the exam well today by breaking the work into smaller pieces. Ending the day in a good mood.,managed my anxiety about the exam well today by breaking the work into smaller pieces. ending the day in a good mood.,"['managed', 'anxiety', 'exam', 'well', 'by', 'breaking', 'work', 'into', 'smaller', 'pieces', 'ending', 'day', 'good', 'mood']",22,117,2
2026-04-15,"Spent most of the day on the quarterly report, nothing particularly noteworthy happened. Fairly average day at work, mostly just handled a client presentation without much excitement.",7,3,8,"productivity, meetings",2026-04-15,"Spent most of the day on the quarterly report, nothing particularly noteworthy happened. Fairly average day at work, mostly just handled a client presentation without much excitement.","spent most of the day on the quarterly report, nothing particularly noteworthy happened. fairly average day at work, mostly just handled a client presentation without much excitement.","['spent', 'most', 'day', 'quarterly', 'report', 'nothing', 'noteworthy', 'happened', 'fairly', 'average', 'day', 'work', 'mostly', 'handled', 'client', 'presentation', 'without', 'much', 'excitement']",27,183,2
2026-04-16,"Read through some notes on feature engineering but didn't get much hands-on pandas practice done. Spent some time reviewing machine learning, mostly going over correlation vs causation again.",7,5,5,"study, learning",2026-04-16,"Read through some notes on feature engineering but didn't get much hands-on pandas practice done. Spent some time reviewing machine learning, mostly going over correlation vs causation again.","read through some notes on feature engineering but didn't get much hands-on pandas practice done. spent some time reviewing machine learning, mostly going over correlation vs causation again.","['read', 'through', 'notes', 'feature', 'engineering', ""didn't"", 'get', 'much', 'hands', 'pandas', 'practice', 'done', 'spent', 'time', 'reviewing', 'machine', 'learning', 'mostly', 'going', 'correlation', 'vs', 'causation']",28,191,2
2026-04-17,Thought about picking playing guitar back up today but didn't get to it. Did a bit of reading but got distracted halfway through.,6,6,7,"hobbies, creativity",2026-04-17,Thought about picking playing guitar back up today but didn't get to it. Did a bit of reading but got distracted halfway through.,thought about picking playing guitar back up today but didn't get to it. did a bit of reading but got distracted halfway through.,"['thought', 'picking', 'playing', 'guitar', ""didn't"", 'get', 'bit', 'reading', 'got', 'distracted', 'halfway', 'through']",23,129,2
2026-04-19,Had a small disagreement with my parents today which put a bit of a damper on the day. Trying not to be too hard on myself about it.,4,3,2,"relationships, friends, family",2026-04-19,Had a small disagreement with my parents today which put a bit of a damper on the day. Trying not to be too hard on myself about it.,had a small disagreement with my parents today which put a bit of a damper on the day. trying not to be too hard on myself about it.,"['small', 'disagreement', 'parents', 'which', 'put', 'bit', 'damper', 'day', 'trying', 'not', 'too', 'hard', 'myself']",28,132,2
2026-04-20,"Barely got through any pandas today, my focus on overfitting kept slipping. Hoping tomorrow goes a bit better.",3,1,4,data science,2026-04-20,"Barely got through any pandas today, my focus on overfitting kept slipping. Hoping tomorrow goes a bit better.","barely got through any pandas today, my focus on overfitting kept slipping. hoping tomorrow goes a bit better.","['barely', 'got', 'through', 'any', 'pandas', 'focus', 'overfitting', 'kept', 'slipping', 'hoping', 'tomorrow', 'goes', 'bit', 'better']",18,110,2
2026-04-21,Struggled a lot with hypothesis testing — SQL is starting to feel overwhelming. Tried to study statistics today but kept getting stuck on hypothesis testing and felt frustrated.,3,3,4,study,2026-04-21,Struggled a lot with hypothesis testing — SQL is starting to feel overwhelming. Tried to study statistics today but kept getting stuck on hypothesis testing and felt frustrated.,struggled a lot with hypothesis testing  sql is starting to feel overwhelming. tried to study statistics today but kept getting stuck on hypothesis testing and felt frustrated.,"['struggled', 'lot', 'hypothesis', 'testing', 'sql', 'starting', 'overwhelming', 'tried', 'study', 'statistics', 'kept', 'getting', 'stuck', 'hypothesis', 'testing', 'frustrated']",28,177,2
2026-04-22,"Spent most of the day on a backlog of emails, nothing particularly noteworthy happened. Fairly average day at work, mostly just handled a client presentation without much excitement.",4,4,7,"work, productivity",2026-04-22,"Spent most of the day on a backlog of emails, nothing particularly noteworthy happened. Fairly average day at work, mostly just handled a client presentation without much excitement.","spent most of the day on a backlog of emails, nothing particularly noteworthy happened. fairly average day at work, mostly just handled a client presentation without much excitement.","['spent', 'most', 'day', 'backlog', 'emails', 'nothing', 'noteworthy', 'happened', 'fairly', 'average', 'day', 'work', 'mostly', 'handled', 'client', 'presentation', 'without', 'much', 'excitement']",28,182,2
2026-04-23,"Spent some time reviewing data visualization, mostly going over overfitting again. Just an ordinary day overall.",6,6,4,"python, data science",2026-04-23,"Spent some time reviewing data visualization, mostly going over overfitting again. Just an ordinary day overall.","spent some time reviewing data visualization, mostly going over overfitting again. just an ordinary day overall.","['spent', 'time', 'reviewing', 'data', 'visualization', 'mostly', 'going', 'overfitting', 'ordinary', 'day', 'overall']",16,112,2
2026-04-24,"Fairly lazy day overall, mixed a bit of rest with a few small chores. Nothing particularly stands out about today.",4,7,7,"relaxation, rest",2026-04-24,"Fairly lazy day overall, mixed a bit of rest with a few small chores. Nothing particularly stands out about today.","fairly lazy day overall, mixed a bit of rest with a few small chores. nothing particularly stands out about today.","['fairly', 'lazy', 'day', 'overall', 'mixed', 'bit', 'rest', 'few', 'small', 'chores', 'nothing', 'stands']",20,114,2
2026-04-25,"Made good progress on photography today, felt really fulfilling. Feeling optimistic about tomorrow.",9,10,10,"hobbies, creativity",2026-04-25,"Made good progress on photography today, felt really fulfilling. Feeling optimistic about tomorrow.","made good progress on photography today, felt really fulfilling. feeling optimistic about tomorrow.","['made', 'good', 'progress', 'photography', 'fulfilling', 'feeling', 'optimistic', 'tomorrow']",13,99,2
2026-04-26,Managed my anxiety about the project deadline well today by breaking the work into smaller pieces.,8,9,8,"stress, exam",2026-04-26,Managed my anxiety about the project deadline well today by breaking the work into smaller pieces.,managed my anxiety about the project deadline well today by breaking the work into smaller pieces.,"['managed', 'anxiety', 'project', 'deadline', 'well', 'by', 'breaking', 'work', 'into', 'smaller', 'pieces']",16,98,1
2026-04-27,"Fairly lazy day overall, mixed a bit of rest with a few small chores.",6,6,5,"relaxation, weekend",2026-04-27,"Fairly lazy day overall, mixed a bit of rest with a few small chores.","fairly lazy day overall, mixed a bit of rest with a few small chores.","['fairly', 'lazy', 'day', 'overall', 'mixed', 'bit', 'rest', 'few', 'small', 'chores']",14,69,1
2026-04-28,Did a bit of reading but got distracted halfway through. Nothing particularly stands out about today.,6,6,4,"music, reading, hobbies",2026-04-28,Did a bit of reading but got distracted halfway through. Nothing particularly stands out about today.,did a bit of reading but got distracted halfway through. nothing particularly stands out about today.,"['bit', 'reading', 'got', 'distracted', 'halfway', 'through', 'nothing', 'stands']",16,101,2
2026-04-29,"Finished a few pending tickets ahead of schedule today, which felt great going into the weekend. Grateful for how the day turned out.",8,6,7,"work, meetings, productivity",2026-04-29,"Finished a few pending tickets ahead of schedule today, which felt great going into the weekend. Grateful for how the day turned out.","finished a few pending tickets ahead of schedule today, which felt great going into the weekend. grateful for how the day turned out.","['finished', 'few', 'pending', 'tickets', 'ahead', 'schedule', 'which', 'great', 'going', 'into', 'weekend', 'grateful', 'how', 'day', 'turned']",23,133,2
2026-04-30,Wanted to spend time on sketching today but couldn't find the motivation.,2,3,5,hobbies,2026-04-30,Wanted to spend time on sketching today but couldn't find the motivation.,wanted to spend time on sketching today but couldn't find the motivation.,"['wanted', 'spend', 'time', 'sketching', ""couldn't"", 'find', 'motivation']",12,73,1
2026-05-01,Wanted to spend time on photography today but couldn't find the motivation.,5,3,5,"hobbies, music",2026-05-01,Wanted to spend time on photography today but couldn't find the motivation.,wanted to spend time on photography today but couldn't find the motivation.,"['wanted', 'spend', 'time', 'photography', ""couldn't"", 'find', 'motivation']",12,75,1
2026-05-02,"Fairly lazy day overall, mixed a bit of rest with a few small chores.",6,5,3,"weekend, relaxation",2026-05-02,"Fairly lazy day overall, mixed a bit of rest with a few small chores.","fairly lazy day overall, mixed a bit of rest with a few small chores.","['fairly', 'lazy', 'day', 'overall', 'mixed', 'bit', 'rest', 'few', 'small', 'chores']",14,69,1
2026-05-03,Wanted to spend time on playing guitar today but couldn't find the motivation.,3,2,4,creativity,2026-05-03,Wanted to spend time on playing guitar today but couldn't find the motivation.,wanted to spend time on playing guitar today but couldn't find the motivation.,"['wanted', 'spend', 'time', 'playing', 'guitar', ""couldn't"", 'find', 'motivation']",13,78,1
2026-05-04,Read through some notes on gradient descent but didn't get much hands-on pandas practice done.,7,2,5,"study, python",2026-05-04,Read through some notes on gradient descent but didn't get much hands-on pandas practice done.,read through some notes on gradient descent but didn't get much hands-on pandas practice done.,"['read', 'through', 'notes', 'gradient', 'descent', ""didn't"", 'get', 'much', 'hands', 'pandas', 'practice', 'done']",15,94,1
2026-05-05,"Couldn't really relax today even though I had the time, mind was too restless. Slept badly last night and it affected the whole day.",3,4,1,relaxation,2026-05-05,"Couldn't really relax today even though I had the time, mind was too restless. Slept badly last night and it affected the whole day.","couldn't really relax today even though i had the time, mind was too restless. slept badly last night and it affected the whole day.","[""couldn't"", 'relax', 'even', 'though', 'time', 'mind', 'too', 'restless', 'slept', 'badly', 'last', 'night', 'affected', 'whole', 'day']",24,132,2
2026-05-06,"Spent most of the day on a backlog of emails, nothing particularly noteworthy happened. Nothing particularly stands out about today.",8,5,6,"meetings, career",2026-05-06,"Spent most of the day on a backlog of emails, nothing particularly noteworthy happened. Nothing particularly stands out about today.","spent most of the day on a backlog of emails, nothing particularly noteworthy happened. nothing particularly stands out about today.","['spent', 'most', 'day', 'backlog', 'emails', 'nothing', 'noteworthy', 'happened', 'nothing', 'stands']",20,132,2
2026-05-07,"Did absolutely nothing productive today and it felt great, exactly the break I needed. Ending the day in a good mood.",7,6,4,"weekend, sleep",2026-05-07,"Did absolutely nothing productive today and it felt great, exactly the break I needed. Ending the day in a good mood.","did absolutely nothing productive today and it felt great, exactly the break i needed. ending the day in a good mood.","['absolutely', 'nothing', 'productive', 'great', 'exactly', 'break', 'needed', 'ending', 'day', 'good', 'mood']",21,117,2
2026-05-08,"Had a productive study session on data visualization, especially around correlation vs causation. I made real progress on Python today — overfitting finally clicked after struggling with it for a while. Overall a pretty good day.",7,5,7,"data science, coding, python",2026-05-08,"Had a productive study session on data visualization, especially around correlation vs causation. I made real progress on Python today — overfitting finally clicked after struggling with it for a while. Overall a pretty good day.","had a productive study session on data visualization, especially around correlation vs causation. i made real progress on python today  overfitting finally clicked after struggling with it for a while. overall a pretty good day.","['productive', 'study', 'session', 'data', 'visualization', 'especially', 'around', 'correlation', 'vs', 'causation', 'made', 'real', 'progress', 'python', 'overfitting', 'finally', 'clicked', 'after', 'struggling', 'while', 'overall', 'pretty', 'good', 'day']",36,229,3
2026-05-09,"Fairly lazy day overall, mixed a bit of rest with a few small chores. Nothing particularly stands out about today.",5,6,3,weekend,2026-05-09,"Fairly lazy day overall, mixed a bit of rest with a few small chores. Nothing particularly stands out about today.","fairly lazy day overall, mixed a bit of rest with a few small chores. nothing particularly stands out about today.","['fairly', 'lazy', 'day', 'overall', 'mixed', 'bit', 'rest', 'few', 'small', 'chores', 'nothing', 'stands']",20,114,2
2026-05-10,"Great day with my family, nothing planned but it turned out to be one of the better days recently.",6,7,9,"weekend, relationships, family",2026-05-10,"Great day with my family, nothing planned but it turned out to be one of the better days recently.","great day with my family, nothing planned but it turned out to be one of the better days recently.","['great', 'day', 'family', 'nothing', 'planned', 'turned', 'one', 'better', 'days', 'recently']",19,98,1
2026-05-11,"Great day with an old friend, nothing planned but it turned out to be one of the better days recently.",8,6,7,"family, relationships, weekend",2026-05-11,"Great day with an old friend, nothing planned but it turned out to be one of the better days recently.","great day with an old friend, nothing planned but it turned out to be one of the better days recently.","['great', 'day', 'old', 'friend', 'nothing', 'planned', 'turned', 'one', 'better', 'days', 'recently']",20,102,1
2026-05-12,"Did a light swim session, nothing intense, just kept the habit going. Nothing particularly stands out about today.",6,6,6,"exercise, fitness",2026-05-12,"Did a light swim session, nothing intense, just kept the habit going. Nothing particularly stands out about today.","did a light swim session, nothing intense, just kept the habit going. nothing particularly stands out about today.","['light', 'swim', 'session', 'nothing', 'intense', 'kept', 'habit', 'going', 'nothing', 'stands']",18,114,2
2026-05-13,"Did a light run session, nothing intense, just kept the habit going. Skipped my usual gym workout today but ate reasonably well. Ready to see what tomorrow brings.",4,5,7,"exercise, health, wellbeing",2026-05-13,"Did a light run session, nothing intense, just kept the habit going. Skipped my usual gym workout today but ate reasonably well. Ready to see what tomorrow brings.","did a light run session, nothing intense, just kept the habit going. skipped my usual gym workout today but ate reasonably well. ready to see what tomorrow brings.","['light', 'run', 'session', 'nothing', 'intense', 'kept', 'habit', 'going', 'skipped', 'usual', 'gym', 'workout', 'ate', 'reasonably', 'well', 'ready', 'see', 'what', 'tomorrow', 'brings']",28,163,3
2026-05-14,Wanted to spend time on playing guitar today but couldn't find the motivation.,3,2,4,"creativity, music",2026-05-14,Wanted to spend time on playing guitar today but couldn't find the motivation.,wanted to spend time on playing guitar today but couldn't find the motivation.,"['wanted', 'spend', 'time', 'playing', 'guitar', ""couldn't"", 'find', 'motivation']",13,78,1
2026-05-15,"Fairly average day at work, mostly just handled the quarterly report without much excitement. Ready to see what tomorrow brings.",6,5,3,"work, meetings",2026-05-15,"Fairly average day at work, mostly just handled the quarterly report without much excitement. Ready to see what tomorrow brings.","fairly average day at work, mostly just handled the quarterly report without much excitement. ready to see what tomorrow brings.","['fairly', 'average', 'day', 'work', 'mostly', 'handled', 'quarterly', 'report', 'without', 'much', 'excitement', 'ready', 'see', 'what', 'tomorrow', 'brings']",20,128,2
2026-05-16,"Took a short trip to the nearby hill station today, it was a nice change of scenery and really refreshing.",6,6,7,"adventure, travel",2026-05-16,"Took a short trip to the nearby hill station today, it was a nice change of scenery and really refreshing.","took a short trip to the nearby hill station today, it was a nice change of scenery and really refreshing.","['took', 'short', 'trip', 'nearby', 'hill', 'station', 'nice', 'change', 'scenery', 'refreshing']",20,106,1
2026-05-17,Thought about picking sketching back up today but didn't get to it. Did a bit of reading but got distracted halfway through.,6,4,4,"reading, creativity, music",2026-05-17,Thought about picking sketching back up today but didn't get to it. Did a bit of reading but got distracted halfway through.,thought about picking sketching back up today but didn't get to it. did a bit of reading but got distracted halfway through.,"['thought', 'picking', 'sketching', ""didn't"", 'get', 'bit', 'reading', 'got', 'distracted', 'halfway', 'through']",22,124,2
2026-05-18,Wanted to spend time on writing today but couldn't find the motivation. Trying not to be too hard on myself about it.,4,6,5,"hobbies, reading",2026-05-18,Wanted to spend time on writing today but couldn't find the motivation. Trying not to be too hard on myself about it.,wanted to spend time on writing today but couldn't find the motivation. trying not to be too hard on myself about it.,"['wanted', 'spend', 'time', 'writing', ""couldn't"", 'find', 'motivation', 'trying', 'not', 'too', 'hard', 'myself']",22,117,2
2026-05-19,Went for a run this morning and felt really energized for the rest of the day.,10,7,8,health,2026-05-19,Went for a run this morning and felt really energized for the rest of the day.,went for a run this morning and felt really energized for the rest of the day.,"['went', 'run', 'morning', 'energized', 'rest', 'day']",16,78,1
2026-05-20,Missed a call from a close friend and felt a bit guilty about not making more time for them lately. Need to get more rest tonight.,3,3,3,"weekend, friends, relationships",2026-05-20,Missed a call from a close friend and felt a bit guilty about not making more time for them lately. Need to get more rest tonight.,missed a call from a close friend and felt a bit guilty about not making more time for them lately. need to get more rest tonight.,"['missed', 'call', 'from', 'close', 'friend', 'bit', 'guilty', 'not', 'making', 'more', 'time', 'them', 'lately', 'need', 'get', 'more', 'rest', 'tonight']",26,130,2
2026-05-21,"Woke up tired and skipped walk entirely, energy was low all day. Didn't get any swim in today and felt sluggish because of it.",3,2,5,"exercise, wellbeing, fitness",2026-05-21,"Woke up tired and skipped walk entirely, energy was low all day. Didn't get any swim in today and felt sluggish because of it.","woke up tired and skipped walk entirely, energy was low all day. didn't get any swim in today and felt sluggish because of it.","['woke', 'tired', 'skipped', 'walk', 'entirely', 'energy', 'low', 'all', 'day', ""didn't"", 'get', 'any', 'swim', 'sluggish', 'because']",24,126,2
2026-05-22,"Felt pretty drained after dealing with a few pending tickets, didn't get much else done.",7,3,4,career,2026-05-22,"Felt pretty drained after dealing with a few pending tickets, didn't get much else done.","felt pretty drained after dealing with a few pending tickets, didn't get much else done.","['pretty', 'drained', 'after', 'dealing', 'few', 'pending', 'tickets', ""didn't"", 'get', 'much', 'else', 'done']",15,88,1
2026-05-23,Wanted to spend time on playing guitar today but couldn't find the motivation.,5,5,3,"hobbies, creativity",2026-05-23,Wanted to spend time on playing guitar today but couldn't find the motivation.,wanted to spend time on playing guitar today but couldn't find the motivation.,"['wanted', 'spend', 'time', 'playing', 'guitar', ""couldn't"", 'find', 'motivation']",13,78,1
